[149569891127660544],"[t-minus 10 minutes until interview timeeeee. #nervous]",[fear] 
[143799262575206400],"[T Pain - Speakers Going Hammer (T-Mix) #LOVE]",[love] 
[147430706853847040],"[@VajenR  Heheee. That was a good, solid tweet. #proud]",[joy] 
[147781791405703168],"[Awww my baby knows me to.well!! Got my Xmas gift early!! This has been a great day!! #Thankful]",[thankfulness] 
[149870812437020672],"[i think i did good for the SATs for my first time #surprised]",[surprise] 
[144580375824445440],"[Mmmmm hot coco <3 jus need a girl to cuddle with and a movie and im set #sad]",[sadness] 
[148093319099068416],"[I count on you everytime #disappointed]",[sadness] 
[136156390615031808],"[i see dead people #forrel #cadaver #disgusting]",[anger] 
[137607573317750784],"[I just remembered about my MOTU...o man i cant wait to my unicorn comes back to me....#anxious]",[fear] 
[140988592347553792],"[country music on BLAST! (:  #happy]",[joy] 
[144433255947575296],"[Seriously dont know if I can take a whole semester of my English professor #annoyed]",[anger] 
[147322436541616128],"[Im still here and its only by the grace of God :)  ......... s/n I see God is still in the BLESSING business!!!!!! #thankful]",[thankfulness] 
[142095660886405120],"[Im gonna tweet #BornToBeSomebody lyric by  @justinbieber  ... #proud]",[joy] 
[137213038951534593],"[I always try going down the wrong escalator in the first building at dade!! And people are always coming up at the same time! #embarrassing]",[sadness] 
[135904319395479552],"[Are people still at Dennys?]",[sadness] 
[145603806170849280],"[@JLSOfficial  @onedirection  what more can I ask for #excited #XFactor]",[joy] 
[139141150681477120],"[@DemetriaCandy  - it doesnt matter what the haters say, because no matter what Demi is still on top. #NoHate #LOVE .]",[love] 
[142262419442507776],"[People never fail to amaze me. #disappointed #betrayed]",[sadness] 
[148889147350855680],"[I didnt add enough flour so my cookies looked like pancakes and the chocolate chips just stayed there.. #embarrassing]",[sadness] 
[146830914515767299],"[“ @JACKme_Off  That convo me and Core had today >” #love]",[love] 
[147283086877532160],"[@kalenaziv  @MalloryRopati ahahahahaha. and his deep voicee.. #love]",[love] 
[139245064701476864],"[DiD  @MerkieD  NOT GET MY BDAY WiSH?? :/ #WORRiED]",[fear] 
[146640117166129153],"[@teammonahMGMGPS girl bye I anit worried but that bang should be. hoe look like dejanae off #proud #family]",[joy] 
[138721769585508352],"[i just shaved....... no more beard...... #sad]",[sadness] 
[146734533700616192],"[Got my Christmas gift early. God I do love my Ma and Pa. #love]",[love] 
[140104768331845632],"[@charlottemain  me and  @BeckyDavis12  certainly just bashed out a bit of artistic brilliance in your card making #proud]",[joy] 
[147082493458268162],"[Not the best mood #annoyed]",[anger] 
[137276333498703872],"[How wise and rich we are when we own thankfulness.~  @RockChristopher  #Quote #Thankful]",[thankfulness] 
[149616234177110016],"[@justinbieber  from stratford.. to MSG.. to singing with Stevie Wonder.. you have come along way #proud #stillkidrauhl]",[joy] 
[144969070943547392],"[@Leazyy_f_babyy thats thee tuuutest thing I eva saw n you aint so bad eitha feathas #love]",[love] 
[142791347521335296],"[Cant wait until next Friday for the #PreviewParty  @parallel37  at the  @RitzCarlton  feat. cocktails from  @CamberLay  - #Exciting ...]",[joy] 
[146740409589182464],"[ever since I started watching wife swap they have played the same 5 commercials every time there is a commercial... #annoying]",[anger] 
[148557429796388865],"[Probably getting an iPhone for Christmas! :) #excited]",[joy] 
[149531777428492288],"[feel so good (: finished all my late assignments, finished christmas shopping, applied for a new job and cleaned my room. #refreshing #happy]",[joy] 
[141360727800815616],"[havent heard from @LShapishere since we last had our lab due… she only needed me for enviro work. #hurt]",[sadness] 
[134769386530676736],"[Hey #Spokane tweeps. Our friend @RdMustardDesign will be on  @kxly4news  tomorrow morning between 6-7 am. Cheer her on. #Love #Tweet]",[love] 
[138898896536612864],"[Tuesday morning traffic does my head in #irritating]",[anger] 
[137950562124705792],"[Smoking a bowl in the parking lot on my break . Lol im #lonely]",[sadness] 
[138488509894897664],"[Yay! My best friend  @AshleyTaylor03  is coming over tomorrow :)  #excited]",[joy] 
[142216485262196737],"[I want Christmas :) it makes me soooo #happy]",[joy] 
[139776409202728961],"[Finally getting my hair done! #happy]",[joy] 
[140098506479243265],"[I was the first one to hand in my training test #proud]",[joy] 
[139907716691922945],"[Fucking Egg mentions. Blow TF outta me #Joy]",[joy] 
[142696664312987648],"[Im now sad ! I have to get another physical and she aint getting my lunch because she has to go to work ! )))): #sad]",[sadness] 
[135809141611577344],"[I seriously need a new car! This is getting #ridiculous and #annoying]",[anger] 
[146457809540743168],"[To the girls who think they cant survive without a guy by their side.. #youareidiots #annoying]",[anger] 
[149859408778772480],"[All this time you two want too make each other happy, when youre missing the key Factors of Happiness . #Love]",[love] 
[135557283840131073],"[game against san beda today at 2pm! #excited #BasketballNeverStops]",[joy] 
[136573586524733440],"[IM NOT SPENDING ANOTHER PENNY ON JOURNEE !!!!!! (P.S. im lying... smh #sad) lol]",[sadness] 
[136953960585113600],"[From now on im gna have to stop and think about what i tweet, whereas before i wouldnt really care and tweet away! #ohdear #disappointed]",[sadness] 
[147482798805102593],"[Mom: get Mickeys snickers. Me: I got it. Mom: 1? Hes skinny but you know he eats! Me: youre buying him candy but not me >:( #sad]",[sadness] 
[137585164925681664],"[@NammiiBear  you werent at your locker before 7th period today #disappointed]",[sadness] 
[142074714565771265],"[@BrittanyGreer5  I am imaging it right now. Wow to have no original thought or concern #bliss lol]",[joy] 
[144182308600160256],"[@Deathbymartymar  YO WEN WE JUMPIN ON A TRACK WIT SOCIAL CLUB??... #ANXIOUS]",[fear] 
[143913763446341632],"[Ive been in this house all day #sad]",[sadness] 
[149540675589906433],"[Try not to be a hoe #annoying]",[anger] 
[137259510371844099],"[Tht nap was so much #love]",[love] 
[146622470135353345],"[You both get mad when I talk to the other but can talk to eachother? #annoying]",[anger] 
[142854853998297088],"[@karahbish  wont follow me and it makes me VERY ANGRY #disappointed]",[sadness] 
[146299347296985089],"[all i want for christmas is you #love]",[love] 
[135943714819416064],"[@MbassyRecords  <3 <3 <3 miami 15th radio waves. #proud]",[joy] 
[149809006926508032],"[Everyone has something to say about MY relationship,, #annoying]",[anger] 
[149763703888281600],"[im impatient to hear  @alexisjordan  s new album #excited :)]",[joy] 
[139440870943490048],"[Cant wait for @SupaHotAmbition to drive me around :) #excited]",[joy] 
[149341716414078978],"[Van Houten Semi-sweet Chocolate with Almonds! :) #happy]",[joy] 
[142430363548004353],"[if i had friends that cared then i wouldnt dread school so much.. #disappointed]",[sadness] 
[144676570827726848],"[Between  @TiffanySollis  getting her internship with Sony and the premiere of  @josephsowa s Fantasy for Violin, it was a happy day. #happy]",[joy] 
[145939490907766786],"[Morgen 10 over 12 uit #love]",[love] 
[134871745852227584],"[I hope 11.11.11 will put smiles on peoples faces.Just for 1 day, help someone, say thank you, hold a door open, just for 1 day:) #thankful]",[thankfulness] 
[140276873560207360],"[My phone has been trippin for the past week & died on me, finally got a new phone today & have to set everything up again #frustrated]",[anger] 
[137730137469890560],"[First night of work. #Anxious ;)]",[fear] 
[147161631087001600],"[Ughhhhh he pissing me off -_____- #irritated]",[anger] 
[141179129457414144],"[Man I miss u BAD!!!! #sad]",[sadness] 
[134699023247486977],"[This crazy English teacher doesnt know what shes talking about. #annoyed  #ijustwanttoleave]",[anger] 
[149388010377576448],"[There is nothing worse than when #WhoWantsToBeAMillionaire ends in the middle of a game. #Frustrating #Addict]",[anger] 
[136564584126480386],"[RT  @hmvcanada : RT  @cherrytreerec : The Cherrytree gang signin autographs @ HMV in Montreal #CherrytreePopAlternativeTour http://lockerz.com/s/156496552]",[joy] 
[147329508729552897],"[I miss my baby #sad]",[sadness] 
[142976869954879488],"[Treadmills + girl talk #love @jessies_gurll]",[love] 
[141891423522930688],"[woeeeeh 5.7 voor M&O #happy]",[joy] 
[143821597143339008],"[Fucking birds by the trees at the guest parking by my house, they shit on every single car that parks there. Im taking my bb gun out #rage]",[anger] 
[149655398935302146],"[I hope there is a Cosmic Mind arrange on GH #007. :D #excited]",[joy] 
[137264120536891395],"[I am less than ten miles away from  @RMU  and yet I see no snow. #sad #PTIswag]",[sadness] 
[144270980506849280],"[Check out the LinkedInLog (and other http://SMOBooks.com) with a $2 discount code (plus free shipping) http://smobooks.com  #Linkedinchat]",[thankfulness] 
[137946496522919936],"[When your parents make you clean your room because youre having people over. They arent even going to see my room! #annoying]",[anger] 
[139368700821245952],"[@DNordby  <3! I wish I could have a relationship with a girl like what you and Kellie got! You guys seem so happy together! #Love]",[love] 
[135436260247482368],"[I dont even think I wanna do anything tonight excapt for fall asleep. #Sad]",[sadness] 
[144592579353264128],"[it may be raining outside but in our offices its raining profit! meeting rooms are full of clients and coaches working hard #bliss]",[joy] 
[146104096636682240],"[I love when texts leave me cheesin :) #happy #lifesgood]",[joy] 
[141214349065854976],"[Wake up drunk go to sleep fucked upp #thrill]",[joy] 
[139884035919974401],"[I owned that gym hardcore!!! #workout #Proud #jenny]",[joy] 
[148987005290811392],"[And thats when the convo ends -____- #irritated]",[anger] 
[146241798556221441],"[@dr_devlinstien  @SpankandBlank  when is the next trip to miami? gotta get yall some #organic #juice #love]",[love] 
[137693492351746048],"[Sending my mass amounts of question marks is not going to make me stop ignoring you, its going to make me delete you #Annoying.]",[anger] 
[143798387618222080],"[did she just kiss me lol<3 #love]",[love] 
[146158632210407424],"[And I managed the whole drive without a tomtom when Ive only driven here once before! #proud]",[joy] 
[145952257115033600],"[I Want That Chrissy And Jim #Love]",[love] 
[149712628221100032],"[@GoodLuckChuck87  && u talked all that trash. So #sad lls]",[sadness] 
[140588588302737408],"[Back to schoolwork I go...... #sadness]",[sadness] 
[143130669265072128],"[Parker actually listening & behaving seems to be out of the question this weekend. :\ #frustrated]",[anger] 
[149891721583538176],"[My family just gave me my birthday presents 2 months early because they didnt want to be bothered with it later. #love]",[love] 
[148492442881097728],"[I be wid dem so much people think we qo 2qether :)..#sad !]",[sadness] 
[143570540177797121],"[Eww wtf is your problem #annoyed]",[anger] 
[145630710445780992],"[actually got some work done today! #surprising]",[surprise] 
[144279082333507584],"[Twitter Nd Fb Really Bring The Groupie Out #Somf (some) #Sad.]",[sadness] 
[149870571142914049],"[#oomf dont wanna let me tap that lmao #sad]",[sadness] 
[138124372685766656],"[When people think they know a lot about a sports team and say they are there favorite team #annoying]",[anger] 
[143731286471737344],"[my Physics teacher just said he would be gay if he liked the way a mans body looked ! #Sad.]",[sadness] 
[136945675551256576],"[@brelovesyou_  Oh iite buh Im bouta leave out to eat I believe jus tell me bout da doc l8r <3 :) buht atleast its good ^_^ #Happy]",[joy] 
[139812726062059520],"[I hate when I cant see my grandma on thanksgiving #sad]",[sadness] 
[148616028614705153],"[but there is they havent grown up yet. #sad]",[sadness] 
[135053462860861440],"[Oh my. I nearly cried then! Thought id left my phone on the bus! #panic]",[fear] 
[145747136695386113],"[Low turnaround of people for local election #sad]",[sadness] 
[145856798669275136],"[A̶̲̥̅  about goin home. Cant wait to get home #HOMESICK]",[sadness] 
[140454748846432256],"[Really dont like those advertising stickers on front page of paper that cover what I want to read! Print version of pop-ups! #annoying]",[anger] 
[139889344809934848],"[Life doesnt have to be perfect, to be wonderful #love]",[love] 
[143574163280494592],"[Watchin some type of Christmas love story on Lifetime. #Happy]",[joy] 
[143143201522450432],"[Basketball makes an epic come back. Perron scores in first game back! Muskies head back to Cinci with two solid Ws #rage]",[anger] 
[135597984476954625],"[wish you wouldnt get me all excited like that #disappointed]",[sadness] 
[139876761847603200],"[@BCrock2314 mainly saying skip is an idiot and he chugs the dong of romos clutch gene. #annoying]",[anger] 
[143101999880216576],"[Announcing a massive show tomorrow!! #excited]",[joy] 
[135740375817134081],"[Lmao feels like m going for a big interview....#NERVOUS]",[fear] 
[143545864894414848],"[Well I really dont know what to say, besides stfu. @emilybrksmith haha. :D #happiness.]",[joy] 
[138041307305226240],"[Why the fuck am I home !? #sad]",[sadness] 
[135361805802422272],"[My lad just scored his debut try for Buxton with a great run from wing #proud]",[joy] 
[146431875286700032],"[i find it funny that half the people who hash tag on facebook dont have a twitter... #annoying]",[anger] 
[142925324592754689],"[Landan bound with  @GirlFromTheShip  &  @Capt_Clutch  for epic fun times at  @MfnH  !!! #excited]",[joy] 
[141208819672956928],"[No matter how bad you think youve got it I guarantee that someone is earnestly praying to be where you are! #thankful]",[thankfulness] 
[139737443103539200],"[Ready to stuff my face! Happy thanksgiving #thankful #bringonthefeast]",[thankfulness] 
[144591592920072193],"[Missing an ooVoo with 2 of the coolest people ever? #depressed]",[sadness] 
[143484198643179520],"[ive noticed i havent had a single project since moving here. #bliss]",[joy] 
[142983635312717825],"[Good to paint my brothers house #exciting]",[joy] 
[137695831116615680],"[Sittin in my house alone n my moms not comin hone till tonoro #lonely]",[sadness] 
[145323381007454208],"[When ppl tweet but dont text you back ! #ANNOYED]",[anger] 
[144954424543031296],"[Job interview tomorrow at tgis :) #excited]",[joy] 
[149129203839799296],"[Nothing like cranking  @Unearthofficial  for your 6am commute. #rage]",[anger] 
[144253635449204736],"[its going to be a good season for the S.H.I.T Squad #excited]",[joy] 
[139409215746871296],"[spilt chocolate milk on my pants. #embarrassing]",[sadness] 
[138632175867269120],"[she woke me up to get ready for school #sad]",[sadness] 
[136634727984660480],"[Congrats to coach K on win number 903  #pride]",[joy] 
[143787812473421824],"[@RebeccaHersi  @CopePeter  @ness_finn  you coming hersi? Few days down here before christmas? #excited]",[joy] 
[149710285500985345],"[SAT scores come out in less than 24 hours #nervous]",[fear] 
[139061720839753728],"[my morning of client work involved researching laughter and writing haiku, then J met me for lunch. #thankful]",[thankfulness] 
[143075993291206656],"[Dark Hair again!! #happy #loveit]",[joy] 
[146674569460195328],"[@nflcommish  is THEE single worse thing that ever happened to the #NFL making everything about the league soft. #CFL is tougher #sad]",[sadness] 
[145591812210429952],"[I wish ACT scores didnt take so long to get #nervous]",[fear] 
[145628467772395520],"[going to see the bull  @Sky_Taylor  see whats good #rage]",[anger] 
[145733128747626497],"[Need someone to talk to. #lonely]",[sadness] 
[147545364449341440],"[Dear Hiccups, go away so I can sleep. #annoying]",[anger] 
[144822372061552641],"[Basketball game then going to semii tonight #excited :)]",[joy] 
[137730422271520770],"[@cj_mcdonald11  dont you love when someone blows your twitter up cause they are reiterating ur shytt #annoying]",[anger] 
[143087957295894528],"[Someone please tell me why I am arguing with a random on twitter about X Factor. #annoyed]",[anger] 
[147132133008351233],"[Cant wait till this weekend !!!!! #Anxious]",[fear] 
[148826223282356224],"[greenville(: with  @savannahladd  #excited #shopping #starving]",[joy] 
[139564388913922049],"[more people need to tweet #disappointed]",[sadness] 
[139259420411564032],"[The dumbest things keep me up at night. #worrying #firstworldproblems]",[fear] 
[142115637098053632],"[@whiteutd19861 on one pad  @ash01  on the other. #boxing]",[love] 
[143554486898655232],"[@RealisticPresha  @priyapatell  @KashMoney_AJ  @NiderHyder  @RoshniSuthar  it was terrible, I almost puked! #disgusting]",[anger] 
[144266569831292928],"[that moment you realize you get to sleep in in the morning. #thankful]",[thankfulness] 
[137147210126213122],"[Please be sure to follow my friend and fellow handballer  @ChristopherMcD_  tomorrow! He has a BIG announcement to make! #exciting]",[joy] 
[141270662999310336],"[Yes i did leave my salt shaker and i pod in your car!omg #happy]",[joy] 
[138425317499994112],"[Been sitting here doing puzzles for about an hour - Oh dear. #sad]",[sadness] 
[139170922732077056],"[I hope I was never this bad in middle school. About ready to back hand my brother to China. #annoyed]",[anger] 
[145236815648010241],"[suitemate date night? i think so!  #excited]",[joy] 
[142064972560744448],"[It wouldnt be right if I didnt celebrate all month long (: #excited]",[joy] 
[148841584786538497],"[Not feeling christmasy at all - the joys of being an only child #lonely]",[sadness] 
[148149814369075202],"[Shes wearing The Jumper under a camouflage jacket! #TheKilling2 #love]",[love] 
[146688796392558592],"[Applying for my provisional! #excited]",[joy] 
[135030046736916480],"[Thanks for following me  @LisaKasale , youre the best! #TeamFollowBack #Love #winning]",[love] 
[137590533328617472],"[When dirty stuff is left out everywhere and you know itll be there all weekend. #annoying]",[anger] 
[139801798893502464],"[with my fav person  #bliss :)]",[joy] 
[147793686456053761],"[I can call it every time... #annoyed]",[anger] 
[144454616761909248],"[They were only married for 5mos and ready for a divorce smh and they only have sex once a month since the marriage #sad]",[sadness] 
[143066218830643200],"[Why does gifyo have to log me off whenever Im inactive? Leave me signed in, dammit! #annoyed]",[anger] 
[144875529391181824],"[Nice to know my friends care.... not. #hurt]",[sadness] 
[146299648938754049],"[This bitch keeps playing cinema -_- its annoying gtfo the bust mofo #annoyed]",[anger] 
[148593670461984768],"[Ayyyyyyyyyye! I just came up on some Ray Bans for my vintage look! Good lookin Unc! Errbody in the fam know fashion & Aman #LOVE]",[love] 
[140815731536302080],"[Hello everyone ! Please spread the word that i am on twitter now. #excited]",[joy] 
[149864350713257984],"[@MC_HANNON i mean ive been looking at him not tweet this whole period its so #annoying]",[anger] 
[134988505725157378],"[so, the city is shutting off the water in my building tomorrow from 6am-3pm.  9 hrs?!  how is that even legal?  #annoyed]",[anger] 
[148908005939879937],"[grades are posted. soar is down. #frustration  @SoMissProblems]",[anger] 
[149263485363171328],"[i know most of those military wives #proud]",[joy] 
[149684778050912258],"[criminal minds is my showwwww dude #love]",[love] 
[139735038957850624],"[I am thankful for so many good football games on today and tomorrow! #thankful]",[thankfulness] 
[145308598648586241],"[I thank the Big Homie upstairs daily for everything he has Blessed me with #Thankful]",[thankfulness] 
[142436366700118016],"[Well I know he misses me we have the best times ever #Love]",[love] 
[137423662209974272],"[#FF  @TheMakeupManual  for the best makeup tips in B-town ! #love]",[love] 
[147573923045838848],"[Finishing school for Christmas is just as good as it was when I was a student!! #excited @]",[joy] 
[134783121412456448],"[OMG what a day :) #Thankful]",[thankfulness] 
[149665683628769280],"[Going to see Beauty & the Beast in 3D next month #excited]",[joy] 
[138649841239719937],"[So blessed to be  @FBCNixon  !! #thankful]",[thankfulness] 
[143652141997887488],"[Considering I played a tax collector and my friends son, a blade of grass, Ava has had a right result as a standard angel. #nativityplay]",[joy] 
[139783966172524544],"[There r sooo many ppl who were here this time on last year tht didnt make it 2 see this thanksgiving....God Im #thankful]",[thankfulness] 
[142778036096479233],"[I wish you would hurry && make me happy! #impatient && #unhappy]",[sadness] 
[148254618357473281],"[Might be the worst Saturday ever #disappointing]",[sadness] 
[135862844381077504],"[@kaysholly  I will text you! #love]",[love] 
[137310938981339138],"[need a change, dying my hair! #somethingnew #nervous]",[fear] 
[140996265046585344],"[Wait...another Mission Impossible movie! #excited]",[joy] 
[148241999689039872],"[And here I thought this was going to be a nice day in bed talking to someone. #disappointment]",[sadness] 
[135443176336015360],"[guess Im not healthy like I thought I was.. :( #Worried]",[fear] 
[145609272615641090],"[Only when you need help the most your family does nothing to help you and dont care what happens to you or what you need to do. #sad]",[sadness] 
[142192682234691584],"[I always get a sense of accomplishment when Ive eaten an apple. #proud]",[joy] 
[147006059431735296],"[I hate waiting and catching buses!  #Irritating]",[anger] 
[143662016782020608],"[i wish scout could come to school twice this week #annoying]",[anger] 
[141193537990565888],"[Great morning!!! God is Good.. About to go feed my face.. Looking forward to next week.. Ill be home again!!! 9 days to go!! #excited]",[joy] 
[135727471956996097],"[O_O cc  @olayinka321  @AyoBankole  @Mayjae89RT  @labrende : In that mood :) #bliss]",[joy] 
[147465882111713281],"[Im bringing an extra (big) bag for my Christmas haul. An upper every Christmas for all teachers everywhere: GIFTS, GIFTS and GIFTS! #LOVE]",[love] 
[140114005715980288],"[Off to my game. Headphones in #pregameroutine #excitement]",[joy] 
[137543653596991488],"[This PA day was the best thing that happend to me #happy]",[joy] 
[144210510148149248],"[Im like so #thankful & #grateful (:]",[thankfulness] 
[137191448717180928],"[That Awkward Moment when you walk through the metal detectors at the airport, and your Abs of Steel set them off. #embarrassing]",[sadness] 
[148496550409146368],"[#thatawkwardmoment when a pastor doesnt know how to preach. Glad Ive got one #thankful]",[thankfulness] 
[134796894273671168],"[now its #Philosophy101 time! Good Luck to me! Ü LoL!]",[love] 
[139607502126977024],"[@mspencerrr  @coucampb so so happy, things are finally looking up for me <3 #happy]",[joy] 
[146707653094150144],"[Ouuu, christmas decorations this year at harveyss, actually looks nicee! :/ #surprise]",[surprise] 
[145871683264331779],"[Bought El Camino by The Black Keys this morning on the recommendation of @AndrewMaleMojo &  @HEW02 . Will give it a spin later. #excited]",[joy] 
[145448932904943617],"[And today was the first time I wore flipflops with skinny jeans. #disgusted]",[anger] 
[138479911403913216],"[Looks like im cuddling with my stuffed monkey tonight. #lonely]",[sadness] 
[139849060118036481],"[I just got more money from my grandparents,i love them soo much! #thankful!]",[thankfulness] 
[144906604331024384],"[Torn between what is logical and what my heart is trying to tell me to do... Ugh! #frustrating]",[anger] 
[140481389509349377],"[Wat did I Eva see in u! #disgusted]",[anger] 
[146114396400259072],"[And it is now time for bed because morning will be coming way too soon. I see a nap in my agenda for tomorrow. #timewithhimisworthit #happy]",[joy] 
[145714017544060929],"[Fuck this i wish i had my own house where #depressed]",[sadness] 
[135238595844915200],"[didnt expect this...but I shouldve #disappointed]",[sadness] 
[143545372684464128],"[The Lions are beating themselves. #sad]",[sadness] 
[142109601926627328],"[almost every night I lay down around ten. I dont fall asleep until around 1 #frustrating]",[anger] 
[149230701856821248],"[Clearly trying to get me mad....#annoying]",[anger] 
[144516897910702080],"[not everyone is meant for a distance relationshipp, its hard but it makes you appreciated each other even more #love]",[love] 
[138674800422957057],"[I hate when my parents steal my car, like dont worry I have nothing to do today. #Annoying]",[anger] 
[135831031914827776],"[Childish Ass Ppl Erk My Soul !  #Annoyed]",[anger] 
[140651177376358400],"[I hate people who constantly tweet/facebook about the gym and working out.... alright we get it! Let your results do the talking #annoying]",[anger] 
[142436130267209728],"[Looks like my days of filming arent over... #Annoyed]",[anger] 
[140228762850689024],"[@MeganDevine2  wow I want yogli mogli #depressed #hungry]",[sadness] 
[147166143340220416],"[Man Who Ever Running Up N Den The Steps Need To Stop Cause They Wakeing Dakota Up N Its His Time To Sleep #Irritated]",[anger] 
[136881778668478464],"[Everyone is playing Skyrim n telling me is awesome.. #annoyed]",[anger] 
[139732305852891137],"[Happy Thanksgiving bout to go HAM on this meal #thankful]",[thankfulness] 
[146962472031625216],"[French final was kind of hard. Hoping I keep my B #nervous]",[fear] 
[136548068710547456],"[@morganalewis  EW, CHUCK IS NOT HOT. #disgusted #nateisthough]",[anger] 
[144968821831245824],"[So strong fine and untouched and unknown by few of the valley girls! ughhh #bliss]",[joy] 
[140262171618705408],"[“ @TrueSagittarian  #Sagittarius thinks highly of themselves. #Proud”]",[joy] 
[148805160586588160],"[@RheaCairns93  @SophieWatson3  it was with many plans and days to look forward too #exciting]",[joy] 
[145303317201960960],"[Because some dumb fuck decided to go on a shooting spree in the middle of Sunset, traffic is now insane! #waistingmytime #annoyed]",[anger] 
[143863572760510465],"[Hoes be calling other people hoes. Smh thats #sad.]",[sadness] 
[143827514865889281],"[New: upcoming gig at #SoundAcademy on January 20th 2012!!! Also, well be going to a recording studio within the next few months!! #exciting]",[joy] 
[142389853206745088],"[Madness that Im 18 in 24 days! #excited]",[joy] 
[143406908894752769],"[Watched more or less all the episodes of  @HIMYM_CBS  and Im finally on Season 7! Time to watch all the episodes so far! #excited]",[joy] 
[142363210253729793],"[Early night, I shall go to sleep listening to Ben Howard #bliss]",[joy] 
[138774367336280064],"[ate mcdonalds 3x this weekend, gross, someone speak sense into me after 3am. #collegeproblems #open24hrs #disgusted]",[anger] 
[143063248063827968],"[At vet with little Bella.. #worried]",[fear] 
[142649701978750976],"[@TDill_27  stop with the hitting my chair #annoying]",[anger] 
[139555243515060224],"[....Then I meet my sweethearts family #nervous]",[fear] 
[146061322856050689],"[Sometimes people need to hop off #annoying]",[anger] 
[147333526440775680],"[Happy Thursday! Come in for our WINTER SALE! New Markdowns & Further Reductions: Up to 50% off original prices! #GapRideau #Joy]",[joy] 
[143425178649640960],"[@jennyetoile  less than a month :D #excited]",[joy] 
[146267687717318656],"[Abundance is all around us. Notice and allow it into this moment. #success #wealth #joy]",[joy] 
[149272590614142976],"[Wassup wit all these damn acronyms!!!  #annoyed]",[anger] 
[136002927243444224],"[JUS SO OVA IT. I AINT BEEN NUTHIN BUT 100 WIT U  @hotboyyjosh  BUT FA U TO TAKE SHYT DAT FAR. NEVA WOULDA GUESSED IT...#hurt]",[sadness] 
[147744553812766720],"[Trying bueno y sano for the first time #excited]",[joy] 
[134696981829390336],"[*points and laughs loud*RT @Malcolm_West91 If somebody would have seen me tripped this now, I would transferred schools ASAP.! #embarrassed]",[sadness] 
[138766946211602434],"[I cant find new glasses I think are cute. What happened to the plain, black rimmed glasses without being bedazzled? #frustration]",[anger] 
[138956712794263552],"[even though its hard, being the bigger person is a good feeling #proud]",[joy] 
[142748553851305984],"[Eating then @Jpolsinelli30 first bball game with  @megannangelaa . <3 #happy]",[joy] 
[146303499045584896],"[we all know that person thats way too happy in a relationship and miserable single. if not, you are that person, and youre #annoying .]",[anger] 
[137214714987036672],"[#BreakingDawn tonight with the best friend @MichaelBowie16! I am so fricken #Excited!]",[joy] 
[148777922537332736],"[such a good mood today! #yay #happy]",[joy] 
[136560332398264320],"[Finally watching #thesingoff. Shouldnt have skipped it for the Vikings game last night #depressing]",[sadness] 
[143029575176290305],"[The tree guy thought i was nutz with how excited I got about my tree. I didnt have to buy it at Lowes!!! So excited! #Love]",[love] 
[140825901712670720],"[People who say hey to you on messenger, and you reply less than a minute later and they never reply. #annoying]",[anger] 
[143494013419397120],"[With rare occasion I stayed away from the internet this weekend #proud]",[joy] 
[142420758478589952],"[And the Dixie Chicks #embarrassing]",[sadness] 
[137418431556366336],"[Started to bernie in the shower then realized ... I couldnt dance  #depressed]",[sadness] 
[148574269985656832],"[Even tho you say youll never leave me....#depressed..]",[sadness] 
[142865828948361217],"[Im such a sweety!! Lol #surprise]",[surprise] 
[139377847025401856],"[@miguelmontalvo8  @cndycnegurl  Oh shittt. I hear they make his stank breathe into perfume. Maria might be attracted. #worried]",[fear] 
[138511330712891392],"[No one ever told me : Francis dont be scared, its going to be OK.. They all feared to loose me instead #loneliness]",[sadness] 
[136507017140514816],"[I just got my first library card!!!! #excited !]",[joy] 
[148892613100052481],"[Until someone proves me wrong, my theory remains, all guys are the same #hurt]",[sadness] 
[139490199456587776],"[Hanging out with some old friends tonight #excited]",[joy] 
[148576746982227968],"[Ive missed my house so much! Especially my junglecat themed room hahahahaa #embarrassing]",[sadness] 
[145742348964478977],"[@jennabelle06 I remember the first time I didnt eat my food if it was touching another type of food #embarrassing]",[sadness] 
[135753786202398720],"[But when you see your significant other every day and still complain about how much you miss them.. #annoying]",[anger] 
[145582231954534400],"[Meerci pour vos follow :) #love]",[love] 
[140659995783069696],"[Another broadcast ? Just stay fcking home for once, shit. #annoyed]",[anger] 
[139118804620939264],"[This grammar school has more school spirit than grambling does #sad]",[sadness] 
[139072555293224960],"[@KirsTTen2727x wow i have wrot 1 and 1/2 pages :D #proud  xx]",[joy] 
[138518699920457728],"[MADDEN 12 IS IMPOSSIBLE #FRUSTRATION]",[anger] 
[140606751211913217],"[I swear my mom always thinks Im doing something bad. #annoying]",[anger] 
[148246544976580608],"[I thank God every min! I love everything he Done for me great things come to those who pray-& stay humble- #thankful]",[thankfulness] 
[141221745511247872],"[My professor just said that exam week will be the most stressful weeks of our lives lol. #nervous]",[fear] 
[142296192540356608],"[so fuckin mad. i cant stand when other people affect my grades. why do i have to work in a group im in fucking college! #rage #slapabitch]",[anger] 
[145669977393999874],"[Braun tested positive for performancing enhancing drugs #disappointed]",[sadness] 
[144566075114258433],"[I remember last year in religion we got to draw over a whole page and make it represent who we are. I put so much work into that #proud]",[joy] 
[141400238048022528],"[Downloaded the Made In Chelsea theme tune (Midnight City - M83) just so I dont forget the  @kingsroad  while I am away #sad]",[sadness] 
